doi,year,type,title,authors,venue,cited_by_count,is_oa,oa_url,abstract,found_by,pavement_hit,drift_hit,label_hybrid,screen_ti_ab,screen_fulltext,exclusion_reason,hybridisation_type,self_describes_as_hybrid,optimiser,base_learner,pavement_domain,pavement_family,data_source,n_samples,n_inputs,split_protocol,external_validation,leakage_risk,hyperparam_reporting,baseline_strength,premium_computable,premium_value,budget_parity_reported,optimiser_novelty_claim,repeated_runs_reported,uncertainty_quantified,interpretability_method,metrics_reported,best_reported_R2,best_reported_F1,code_available,data_available,deployment_evidence,critique_note
10.18178/joig.11.2.121-126,2023,journal-article,Classification Model Based on U-Net for Crack Detection from Asphalt Pavement Images,"Fujita, Yusuke; Tanaka, Taisei; Hori, Tomoki; Hamamoto, Yoshihiko",Journal of Image and Graphics,3,,,"The purpose of our study is to detect cracks accurately from asphalt pavement surface images, which includes unexpected objects, non-uniform illumination, and irregularities in surfaces. We propose a method to construct a classification Convolutional Neural Network (CNN) model based on the pre-trained U-Net, which is a well-known semantic segmentation model. Firstly, we train the U-Net with a limited amount of the asphalt pavement surface dataset which is obtained by a Mobile Mapping System (MMS). Then, we use the encoder of the trained U-Net as a feature extractor to construct a classification model, and train by fine-tuning. We describe comparative evaluations with VGG11, ResNet18, and GoogLeNet as well-known models constructed by transfer learning using ImageNet, which is a large size dataset of natural images. Experimental results show our model has high classification performance, compared to the other models constructed by transfer learning using ImageNet. Our method is effective to construct convolutional neural network model using the limited training dataset.",A:teaching-learning-based optimization asphalt pavement | C:hybrid model asphalt pavement | C:hybrid intelligent model asphalt pavement | C:data-driven model asphalt pavement | C:surrogate model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s41024-023-00357-4,2023,journal-article,"Optimization of cement, rice husk ash, and waste plastic additives for stabilizing expansive subgrade soil: a Grey-Taguchi analysis approach","Suvvari, Siva Gowri Prasad; Kandru, Suresh; Chappa, Madhu",Journal of Building Pathology and Rehabilitation,3,,,,A:arithmetic optimization subgrade soil | A:coot optimization subgrade soil | A:dipper throated optimization subgrade soil | A:fennec fox optimization subgrade soil | A:dingo optimization algorithm subgrade soil | A:bayesian optimization subgrade soil | A:hyperparameter optimization subgrade soil | A:metaheuristic optimization subgrade soil | A:evolutionary optimization subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.matpr.2023.05.277,2023,journal-article,Laboratory investigation to identify subgrade soil in Maharashtra to satisfy reinforcement need for pavement design,"Dheiveekan, Jayalakshmi; Bhosale, S.S.",Materials Today: Proceedings,3,,,,A:forensic-based investigation optimization subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2023.2165533,2023,journal-article,Studying the impact of aggregates and mix volumetric properties on the moisture resistance of asphalt concrete using a feed-Forward artificial neural network,"Dalhat, M. A.; Osman, Sami A.",Road Materials and Pavement Design,3,,,,B:artificial neural network pavement | B:artificial neural network asphalt pavement | B:convolutional neural network asphalt pavement | B:recurrent neural network asphalt pavement | B:graph neural network asphalt pavement | B:physics-informed neural network asphalt pavement | B:wavelet neural network asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1088/1742-6596/2560/1/012045,2023,journal-article,Deep Learning based Pavement Crack Detection System,"Yu, Lingjun; Li, Qi",Journal of Physics: Conference Series,3,,,"Abstract 
                The pavement crack causes the highway service life to shorten, the safety hidden danger to increase. The low efficiency and high cost of manual inspection makes it difficult to detect pavement cracks. This paper proposes a fast and efficient deep learning pavement crack detection system. CRACK2000, an image segmentation dataset with complex interference background and multiple crack types, is constructed based on perspective transformation and image cropping. The scheme corrects the pavement crack images by perspective transformation. The extraction of pavement crack depth features is completed by applying the U-Net network. Finally, the pavement condition index PCI (pavement condition index) is calculated by quantifying the different types of crack information based on the segmentation results. The experimental results show that the Precision, Recall, F1-score and AUC of the U-Net network are 76.67%, 72.32%, 74.43% and 99.46% respectively. The AUC values reflect that the method is more capable of filtering out complex background interference from cracked images. The automatic pavement crack detection system designed in this paper can accurately locate and classify the location and category of pavement cracks, and perform quantitative pavement evaluation to obtain the pavement deterioration of the road section and the corresponding repair recommendations, enhancing the practicality of pavement crack detection.",B:deep learning pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2023.2164892,2023,journal-article,Incorporating decision makers’ attitudes towards risk and opportunity into network-level pavement maintenance optimisation,"Yao, Linyi; Leng, Zhen; Jiang, Jiwang; Ni, Fujian",International Journal of Pavement Engineering,3,,,,B:transformer network pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2023.2188591,2023,journal-article,A machine learning ensemble model for predicting pavement conditions using automatic laser crack measurement data,"Bai, Lihui; Zhang, Jie; Zhu, Xuwen; Alam, Md Morshedul; Sun, Zhihui",International Journal of Pavement Engineering,3,,,,B:extreme learning machine pavement | B:stacking ensemble pavement | C:hybrid machine learning pavement | C:hybrid machine learning pavement performance | C:hybrid machine learning pavement distress | C:optimized machine learning pavement | C:optimized machine learning pavement distress | C:data-driven model pavement | C:data-driven model pavement performance | C:data-driven model pavement distress | C:surrogate model pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s40996-023-01138-2,2023,journal-article,Computer Vision-Based Severity Classification of Asphalt Pavement Raveling Using Advanced Gradient Boosting Machines and Lightweight Texture Descriptors,"Nhat-Duc, Hoang; Van-Duc, Tran","Iranian Journal of Science and Technology, Transactions of Civil Engineering",3,,,,B:gradient boosting pavement | B:gradient boosting asphalt pavement | B:extreme gradient boosting asphalt pavement | B:light gradient boosting asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.2174/0118741495271362231111102911,2023,journal-article,Performance of Hybrid Asphalt Mixture through the Stability and Tensile Strength,"Sani, Wan Noor Hin Mior; Jaya, Ramadhansyah Putra; Masri, Khairil Azman",The Open Civil Engineering Journal,3,,,"Introduction: 
         The stability and tensile strength of asphalt mixtures play a crucial role in pavement durability, primarily due to the challenges associated with cracking. This study investigates the utilization of a hybrid asphalt mixture comprising hybrid materials: Palm Oil Fuel Ash (POFA), garnet waste and sawdust to enhance the modified asphalt performance. 
       
       
         Aims: 
         The objective is to examine the hybrid materials’ influence towards the mechanical properties of the hybrid asphalt mixture, specifically focusing on the Indirect Tensile Strength (ITS) as well as the Marshall stability test. 
       
       
         Methods: 
         To achieve this, hybrid materials were finely ground and sieved to 25µm before being incorporated into the mixture. The Marshall mix design procedure was conducted, utilizing hybrid binders at concentrations of 0% (control), 3% 6%, and 9%. The effects of the hybrid asphalt mixture on stability, flow, stiffness, and ITS were assessed at the optimal binder content. 
       
       
         Results: 
         The findings indicate that the hybrid asphalt mixture reveals enhanced Marshall stability, stiffness, flow, and ITS values compared to conventional asphalt mixtures. Notably, hybrid asphalt mixtures with 6% binder concentration demonstrate the most significant enhancement in terms of Marshall stability and ITS. 
       
       
         Conclusion: 
         This correlation suggests that the incorporation of POFA, garnet waste, and sawdust as hybrid materials in the hybrid asphalt mixture possesses a positive effect on the overall mechanical properties of the pavement. 
       
       
         Highlights: 
         • POFA, garnet waste, and sawdust increased the stability of the hybrid asphalt mixture. 
         • POFA, garnet waste, and sawdust increased the tensile strength of the hybrid asphalt mixture. 
         • Hybrid asphalt mixture performs positively towards flow and stiffness.",C:hybrid model asphalt mixture | C:hybrid machine learning asphalt mixture | C:hybrid intelligent model asphalt mixture,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/app13189996,2023,journal-article,Exploring the Efficacy of Sparse Feature in Pavement Distress Image Classification: A Focus on Pavement-Specific Knowledge,"Yuan, Ye; Chen, Jiang; Lang, Hong; Lu, Jian (John)",Applied Sciences,3,,,"Road surface deterioration, such as cracks and potholes, poses a significant threat to both road safety and infrastructure longevity. Swift and accurate detection of these issues is crucial for timely maintenance and user security. However, current techniques often overlook the unique characteristics of pavement images, where the small distressed areas are vastly outnumbered by the background. In response, we propose an innovative road distress classification model that capitalizes on sparse perception. Our method introduces a sparse feature extraction module using dilated convolution, tailored to capture and combine sparse features of different scales from the image. To further enhance our model, we design a specialized loss function rooted in domain-specific knowledge about pavement distress. This loss function enforces sparsity during feature extraction, guiding the model to align precisely with the sparse distribution of target features. We validate the strength and effectiveness of our model through comprehensive evaluations of a diverse dataset of road images containing various distress types and conditions. Our approach exhibits significant potential in advancing traffic safety by enabling more efficient and accurate detection and classification of road distress.",C:hybrid model pavement distress | C:hybrid intelligent model pavement distress | C:soft computing pavement distress | C:surrogate model pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2022.2080829,2022,journal-article,Study on thermal resistance efficiency of open-graded frictional course pavements based on a laboratory simulated test,"Zhang, Haitao; Gong, Mingyang; Liu, Zuoqiang",International Journal of Pavement Engineering,3,,,,A:simulated annealing pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/ma15093361,2022,journal-article,Research on the Combination of Firefly Intelligent Algorithm and Asphalt Material Modulus Back Calculation,"Zhao, Runmin; Gong, Jinzhi; Zheng, Yangzezhi; Huang, Xiaoming",Materials,3,,,"The modulus of asphalt pavement material is a necessary parameter for the design, strength measuring and stability evaluation of asphalt pavement. To get more precise test data for asphalt pavement material modulus, a new modulus back calculation method is proposed in this article, named as the Firefly Asphalt Back Calculation Method (FABCM). This novel method uses the firefly optimization algorithm, which is a kind of particle swarm intelligence algorithm imitating the information transfer process among fireflies. To demonstrate the reliability and stability of FABCM, and to study the feasibility of multi-parameter modulus back calculation methods, this article used theoretical deflection curves calculated by BISAR3.0 and the actual measurement data of deflection curves and vertical pressures on the subgrade top surfaces on the full-scale test circular track in the Research Institute of Highway, Ministry of Transport (RIOHTrack) to conduct a modulus back calculation. The results show that FABCM only takes 0.5–1 s for each calculation, and the back calculation errors in the verification of FABCM are mostly smaller than 1%, which means that the firefly optimization algorithm was modified effectively in this article. Moreover, this article also indicates some key factors influencing the accuracy of modulus back calculation, and several reasonable suggestions to the application of modulus back calculation.",A:firefly algorithm asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.4028/p-6sr1h2,2022,journal-article,Optimization on the Sound Absorption of Porous Asphalt Pavement,"Chen, Fei; Bian, Chao Yang; Lv, Xun Bo; Chang, Yang; He, Wei",Key Engineering Materials,3,,,"Optimization on Porous Asphalt Pavement is based on noise reduction capacity. The influence factors of sound absorption properties of porous asphalt mixture were studied by using standing wave ratio method.The results indicate that: The peak absorption coefficient of porous asphalt mixture increases with the increase of porosity and the peaks are concentrated in the frequency range from 800Hz to 1000 Hz. The peak moves to high frequency as the porosity increase. It is better to use smaller nominal maximum aggregate size to reduce the noise level. With the pavement thickness increases, the average absorption coefficient of porous pavement in the high frequency band will decreases. The recommended thickness of Porous Asphalt Pavement range is 40-60mm.",A:arithmetic optimization asphalt pavement | A:coot optimization asphalt pavement | A:fennec fox optimization asphalt pavement | A:bayesian optimization asphalt pavement | A:hyperparameter optimization asphalt pavement | A:metaheuristic optimization asphalt pavement | A:evolutionary optimization asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/ma15093040,2022,journal-article,Investigation of the Reusability of a Polyurethane-Bound Noise-Absorbing Pavement in Terms of Reclaimed Asphalt Pavement,"Faßbender, Sabine; Oeser, Markus",Materials,3,,,"A key aspect of sustainable pavement construction is the use of environmentally-friendly designed pavement materials. These materials are characterized by the fact that they are renewable raw materials, require a low amount of energy during production and in the best case, are made from a high proportion of recyclable materials in order to reduce waste. A number of recent studies have demonstrated the recyclability of waste materials that can be very well utilized in road construction. This study describes the recycling of a new and innovative topcoat system that already contains recycled materials. However, the focus is on guaranteeing the mechanical performance of the innovative absorption layer where different portions of used material are added. Therefore, low-temperature behaviour, durability, fatigue and noise absorption are investigated in detail and it is concluded that their function is preserved. In order to investigate these characteristics, the impedance measuring tube, the uniaxial cyclic compression test (UCCT), the three point bending test (3PB), the uniaxial tension stress test (UTST) and the thermal stress restrained specimen test (TSRST) are used. However, the examined absorption material can be reused to build innovative roads.",A:forensic-based investigation optimization asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.36909/jer.10445,2022,journal-article,Large scale laboratory investigation in the improvement of subgrade characteristics of clay soil stabilized with construction demolition waste,"Bagriacik, Baki",Journal of Engineering Research,3,,,,A:forensic-based investigation optimization subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2022.2103131,2022,journal-article,A framework to evaluate short- and long-term performance of roller compacted concrete pavements,"Issa, Issa M.; Zollinger, Dan G.",International Journal of Pavement Engineering,3,,,,B:long short-term memory pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.2139/ssrn.4018827,2022,journal-article,A Novel Vision Transformer Approach for Automatic Asphalt Pavement Image Classification and its Visual Interpretation Methods,"Chen, Yihan; Gu, Xingyu; Liu, Zhen; Liang, Jia",SSRN Electronic Journal,3,,,,B:transformer network asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5109/4774236,2022,journal-article,Detection of Asphalt Pavement Segregation Using Machine Learning Linear and Quadratic Discriminant Analyses,"Arunika, Austin; Jaka Fajar Fatriansyah; Venia Andira Ramadheena",Evergreen,3,,,,B:extreme learning machine asphalt pavement | C:hybrid machine learning asphalt pavement | C:optimized machine learning asphalt pavement | C:explainable machine learning asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1155/2022/6011916,2022,journal-article,[Retracted] Pavement Performance Evaluation of Asphalt Expressway Based on Machine Learning Support Vector Machine,"Sun, Qiao; Wang, Guan; Sui, Yanpeng; Zakaria, Ideris",Wireless Communications and Mobile Computing,3,,,"Pavement quality evaluation is important for pavement maintenance and is the basis for maintenance and investment decisions. With the use of asphalt pavements on highways, road maintenance problems are becoming increasingly serious. This paper introduces the prediction and evaluation of asphalt pavement and analyzes the quality evaluation methods of asphalt pavement in terms of damage degree, pavement smoothness, pavement gauge, and pavement strength. Based on this, a pavement quality evaluation based on machine learning, SVM, and other techniques is established, and a comprehensive evaluation model based on SVM, a set of asphalt pavement performance teaching materials, and a training label determination method are proposed to highlight the importance of highway asphalt pavement quality prediction and evaluation and provide reference for China’s highway construction.",B:extreme learning machine asphalt pavement | B:support vector regression asphalt pavement | C:hybrid machine learning asphalt pavement | C:hybrid machine learning pavement performance | C:optimized machine learning asphalt pavement | C:optimized machine learning pavement performance | C:explainable machine learning asphalt pavement | C:explainable machine learning pavement performance,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.7250/bjrbe.2022-17.562,2022,journal-article,A Case-Based Reasoning and Random Forest Framework for Selecting Preventive Maintenance of Flexible Pavement Sections,"Abu Dabous, Saleh; Hamad, Khaled; Al-Ruzouq, Rami; Zeiada, Waleed; Omar, Maher; Obaid, Lubna",The Baltic Journal of Road and Bridge Engineering,3,,,"Pavement maintenance decision-making is receiving significant attention in recent research, since pavement infrastructure is aging and deteriorating. The decision-making process is mainly related to selecting the most appropriate maintenance intervention for pavement sections to ensure performance and enhance safety. Several preventive maintenance methods have been proposed in the previous studies, yet the potential of implementing Case-Based Reasoning (CBR) in pavement maintenance decision-making has been investigated rarely. The CBR is an artificial intelligence technique, it is knowledge-based on several known cases, which are used to adapt a solution for a new case through retrieving similar cases. This research introduces the CBR to the area of pavement management to select the most appropriate preventive maintenance strategy for flexible pavement sections. The needed database was extracted from maintenance cases at Long-Term Pavement Performance Program. The criteria used to characterize condition of each section were identified based on the common practices in pavement maintenance published in the literature and implemented in the field. To assign weights to the selected criteria, different machine learning techniques were tested, and subsequently, Random Forest (RF) algorithm was selected to be integrated with the proposed CBR method producing the CBR-RF framework. A case study was analyzed to validate the proposed framework and a sensitivity analysis was conducted to assess the influence of each criterion on case retrieval accuracy and overall framework performance. Results indicated that the CBR-RF approach could assist effectively in the preventive maintenance decision-making with regard to new cases by learning from the previous similar cases. Accordingly, several agencies can depend on the proposed framework, while facing similar decision-making problems. Future research can compare the CBR-RF framework with other machine learning algorithms using the same dataset included in this research.",B:random forest pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s42947-022-00168-9,2022,journal-article,A Non-Destructive Pavement Evaluation for the Development of a Multi Distress Regression Model Integrated with the BACKCSA Model,"Chundi, Vineesha; Raju, Sridhar; Boindala, Sriman Pankaj; Swain, Subhransu Sekhar",International Journal of Pavement Research and Technology,3,,,,C:hybrid model pavement | C:hybrid model pavement distress | C:hybrid intelligent model pavement distress | C:data-driven model pavement distress | C:surrogate model pavement | C:surrogate model pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2022.2154350,2022,journal-article,Reflective crack initiation of asphalt overlays on jointed concrete pavement using finite element model,"Jiao, Liya; Wu, Rongzong; Harvey, John",International Journal of Pavement Engineering,3,,,,C:hybrid model pavement | C:hybrid model asphalt pavement | C:hybrid intelligent model asphalt pavement | C:data-driven model asphalt pavement | C:surrogate model pavement | C:surrogate model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s42947-022-00158-x,2022,journal-article,Prediction Model to Calculate Pavement Skid Number at Different Speeds,"Lamichhane, Simpson; Al-Assi, Mohammad; Kassem, Emad; Nielsen, Richard; Poorbaugh, James",International Journal of Pavement Research and Technology,3,,,,C:hybrid model pavement | C:surrogate model pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2022.2129050,2022,journal-article,A probabilistic model for field density distribution of asphalt pavements,"Yan, Tianhao; Le, Jia-Liang; Marasteanu, Mihai; Turos, Mugurel",International Journal of Pavement Engineering,3,,,,C:hybrid model asphalt pavement | C:surrogate model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1108/rs-04-2022-0020,2022,journal-article,A constitutive model for cyclic densification of coarse-grained soil filler for the high-speed railway subgrade considering particle breakage,"Ye, Yangsheng; Cai, Degou; Geng, Lin; Yan, Hongye; Yao, Junkai; Chen, Feng",Railway Sciences,3,,,"Purpose  This study aims to propose a semiempirical and semitheoretical cyclic compaction constitutive model of coarse-grained soil filler for the high-speed railway (HSR) subgrade under cyclic load.    Design/methodology/approach  According to the basic framework of critical state soil mechanics and in view of the characteristics of the coarse-grained soil filler for the HSR subgrade to bear the train vibration load repeatedly for a long time, the hyperbolic empirical relationship between particle breakage and plastic work was derived. Considering the influence of cyclic vibration time and stress ratio, the particle breakage correction function of coarse-grained soil filler for the HSR subgrade under cyclic load was proposed. According to the classical theory of plastic mechanics, the shearing dilatation equation of the coarse-grained soil filler for the HSR subgrade considering particle breakage was modified and obtained. A semiempirical and semitheoretical cyclic compaction constitutive model of coarse-grained soil filler for the HSR subgrade under cyclic load was further established. The backward Euler method was used to discretize the constitutive equation, build a numerical algorithm of “elastic prediction and plastic modification” and make a secondary development of the program to solve the cyclic compaction model.    Findings  Through the comparison with the result of laboratory triaxial test under the cyclic loading of coarse-grained soil filler for the HSR subgrade, the accuracy and applicability of the cyclic compaction model were verified. Results show that the model can accurately predict the cumulative deformation characteristics of coarse-grained soil filler for the HSR subgrade under the train vibration loading repeatedly for a long time. It considers the effects of particle breakage and stress ratio, which can be used to calculate and analyze the stress and deformation evolution law of the subgrade structure for HSR.    Originality/value  The research can provide a simple and practical method for calculating deformation of railway under cyclic loading.",C:hybrid model subgrade soil | C:surrogate model subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.54097/hset.v28i.4203,2022,journal-article,Effect of basalt fiber on properties of asphalt and asphalt mixture,"Zhang, Chunyu","Highlights in Science, Engineering and Technology",3,,,"Asphalt mixture is the surface material of flexible pavement and semi-rigid pavement. It directly bears the influence of climate conditions and traffic load, and is prone to aging and fatigue damage. Therefore, using reinforcing agent to improve the performance of asphalt mixture is the long-term goal of researchers.This paper aims to study the effect of basalt fiber on asphalt viscosity and mechanical properties of asphalt mixture. Firstly, by testing the basic properties of asphalt binder with different fiber content, the viscosity characteristics of fiber + asphalt composites are analyzed by using the modified Einstein viscosity equation. The research shows that basalt fiber has obvious toughening effect on asphalt, and the penetration and softening point indexes are suitable to evaluate the viscosity properties of fiber + asphalt composites.Secondly, the effects of different fiber content on the water stability and splitting tensile strength of asphalt mixture are analyzed. The results show that the maximum content of basalt fiber should not be greater than 0.4%; With the increase of fiber content, the splitting strength of asphalt mixture increases, but the increase is not obvious when the content is &gt; 0.30%, while the stiffness modulus continues to increase, indicating that the deformation resistance of asphalt mixture is enhanced after adding fiber. Based on the micromechanics theory of composite materials, the basic principle of basalt mineral fiber improving the strength performance of asphalt mixture is explained. The research shows that basalt mineral fiber can significantly improve the performance of asphalt mixture.",C:hybrid model asphalt mixture | C:hybrid machine learning asphalt mixture | C:hybrid intelligent model asphalt mixture | C:soft computing asphalt mixture | C:data-driven model asphalt mixture | C:surrogate model asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/polym14245409,2022,journal-article,Study on the Performances of Waste Battery Powder Modified Asphalt and Asphalt Mixture,"Gan, Xinli; Chen, Peng; Yu, Bin; Zhang, Wengang",Polymers,3,,,"As an asphalt modifier, waste battery powder (WBP) has been proven to be possible. This paper studies the modification effect of WBP on asphalt. The Flight Test Instrumentation Requirements (FITR) of WBP, Dynamic Shear Rheology (DSR) test, and Full Section Fracture Energy Test (FSFET) of asphalt are carried out. The high-temperature rheological properties and low-temperature properties of WBP modified asphalt are analyzed. The high-temperature stability, low-temperature crack resistance and water stability of WBP modified asphalt mixture are tested. The research results show that the modification of asphalt by WBP is essentially physical modification but the mixing of WBP has a certain enhancement effect on the bond energy of the methylene group, which is helpful to improve the technical performance of modified asphalt. The proportion of elastic components in asphalt can be significantly increased by adding WBP, thus enhancing the deformation resistance of asphalt under high-temperature conditions. The dynamic shear modulus of 10% waste battery powder is about 1.5–2.0 times that of 0% waste battery powder. The mixing of WBP reduces the proportion of viscous components in asphalt which is unfavorable to the crack resistance under low temperatures. The greater the amount of WBP, the smaller the fracture energy density, the content of WBP is 6% and 10%, the fracture energy density is about 60–80% and 40–60% of the original asphalt, and the low temperature cracking resistance of asphalt decreases. The modification effect of WBP on asphalt is much lower than that of SBS.",C:hybrid model asphalt mixture | C:hybrid machine learning asphalt mixture | C:hybrid intelligent model asphalt mixture | C:soft computing asphalt mixture | C:data-driven model asphalt mixture | C:surrogate model asphalt mixture,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1504/ijcat.2022.10050313,2022,journal-article,Convolution neural network model for an intelligent solution for crack detection in pavement images,"Rababaah, Aaron Rasheed; Wolfer, James",International Journal of Computer Applications in Technology,3,,,,C:hybrid intelligent model pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1049/ell2.12570,2022,journal-article,Efficient pavement distress classification via deep patch soft selective learning and knowledge distillation,"Zhang, Shizheng; Tang, Wenhao; Wang, Jing; Huang, Sheng",Electronics Letters,3,,,"Abstract 
                   
                    Pavement distress classification is a vital step for automatic pavement inspection and maintenance. Recently, patch‐based approaches have achieved promising performances and thus extensive attention in this field. However, these methods simply assume that all patches contribute equally to the distress classification, leading to weakly discriminating abilities of models. Moreover, their tedious processes also lead to low efficiency in inference. The authors present a novel patch‐based pavement distress classification approach named Deep Patch Soft Selective Learning, which addresses these issues. Similar to other patch‐based approaches, Deep Patch Soft Selective Learning partitions the pavement images into patches and aggregates the patch features to accomplish the task. To address the first issue, a succinct Soft Patch Feature Selection Network is introduced to assess the importance of each patch to the distress classification with a score based on its feature. These scores will be considered as patch‐wise weights for feature aggregation. In such a manner, the most discriminative patches are selected in a soft way, and thereby benefit the final classification. To address the inference efficiency issue, knowledge distillation is leveraged to transfer the classification knowledge from Deep Patch Soft Selective Learning to the image‐based approaches, such as EfficientNet‐B3. This distilled model enables incorporating both the advantages of patch‐based approaches in classification performance and the advantages of image‐based approaches in inference efficiency. Extensive experiments on a large‐scale pavement image dataset named CQU‐BPDD demonstrate that Deep Patch Soft Selective Learning outperforms the baselines by a large margin of +7.4% in P@R on the detection task and +3.1% in
                     F 
                     1 
                    on the recognition task while enjoying 2.1x throughput of baselines.",C:soft computing pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2021.1883468,2021,journal-article,Contribution of MIST conditioning in evolution of structural parameters of asphalt mixes containing recycled asphalt pavement,"Showkat, Burhan; Singh, Dharamveer",Road Materials and Pavement Design,3,,,,A:genetic algorithm asphalt pavement | A:differential evolution pavement | A:differential evolution asphalt pavement | A:simulated annealing asphalt pavement | A:harmony search asphalt pavement | A:cuckoo search asphalt pavement | A:firefly algorithm asphalt pavement | A:bat algorithm asphalt pavement | A:whale optimization algorithm asphalt pavement | A:grasshopper optimization algorithm asphalt pavement | A:jaya algorithm asphalt pavement | A:marine predators algorithm asphalt pavement | A:arithmetic optimization asphalt pavement | A:equilibrium optimizer asphalt pavement | A:political optimizer asphalt pavement | A:coot optimization asphalt pavement | A:dipper throated optimization asphalt pavement | A:fennec fox optimization asphalt pavement | A:dingo optimization algorithm asphalt pavement | A:gravitational search algorithm asphalt pavement | A:bayesian optimization asphalt pavement | A:tree-structured parzen estimator asphalt pavement | A:optuna asphalt pavement | A:hyperparameter optimization asphalt pavement | A:metaheuristic optimization asphalt pavement | A:nature-inspired algorithm asphalt pavement | A:swarm intelligence asphalt pavement | A:evolutionary optimization asphalt pavement | B:multilayer perceptron asphalt pavement | B:deep learning asphalt pavement | B:transformer network asphalt pavement | B:graph neural network asphalt pavement | B:extreme learning machine asphalt pavement | B:support vector regression asphalt pavement | B:random forest asphalt pavement | B:gradient boosting asphalt pavement | B:categorical boosting asphalt pavement | B:light gradient boosting asphalt pavement | B:gaussian process regression asphalt pavement | B:group method of data handling asphalt pavement | B:gene expression programming asphalt pavement | B:multi-gene genetic programming asphalt pavement | B:evolutionary polynomial regression asphalt pavement | B:stacking ensemble asphalt pavement | B:empirical mode decomposition asphalt pavement | C:hybrid model asphalt pavement | C:hybrid intelligent model asphalt pavement | C:optimized machine learning asphalt pavement | C:soft computing asphalt pavement | C:surrogate model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3389/fmats.2021.762864,2021,journal-article,Editorial: Trends and Advanced Materials for Pavement and Road Infrastructure,"Putra Jaya, Ramadhansyah; Abdul Hassan, Norhidayah; Erdem, Savas",Frontiers in Materials,3,,,,A:jaya algorithm pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.32604/cmes.2021.014669,2021,journal-article,PotholeEye+: Deep-Learning Based Pavement Distress Detection System toward Smart Maintenance,"Park, Juyoung; Hee Lee, Jung; Bang, Junseong",Computer Modeling in Engineering &amp; Sciences,3,,,,B:deep learning pavement | C:hybrid machine learning pavement distress | C:optimized machine learning pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s42947-021-00064-8,2021,journal-article,Pavement Temperature Data Maps for Worldwide Locations,"Sreejith, G. H.",International Journal of Pavement Research and Technology,3,,,,C:data-driven model pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
